cutout,pair_id,x0_kpc,y0_kpc,tng_ad_statistic,tng_ad_empirical_p,tng_residual_rms,grf_median_residual_rms,tng_residual_rms_empirical_p,tng_negative_dip,grf_median_negative_dip,tng_negative_dip_empirical_p,tng_residual_max_abs,grf_median_residual_max_abs,tng_residual_max_abs_empirical_p,tng_distinguishable_ad,tng_distinguishable_rms
cutout_15.hdf5,387,-69.70341380717367,-88.55412796130489,18.28050900157243,0.3333333333333333,0.0317338334531519,0.0265981811959163,0.0476190476190476,0.0613678642431121,0.0459167265886517,0.1904761904761904,0.1232186767884519,0.0816269743174191,0.0476190476190476,False,True
cutout_15.hdf5,388,-131.90033227990855,-122.0666285275921,19.02493664171109,0.1904761904761904,0.0746166558442263,0.0536396088310343,0.1428571428571428,0.1487018785458662,0.1055788554956473,0.238095238095238,0.1937716962377769,0.1668511983169793,0.4761904761904761,False,False
cutout_15.hdf5,389,19.36799264419517,-101.38250650886708,11.15049058662768,0.238095238095238,0.0199027675976932,0.0174482286042309,0.1428571428571428,0.0358024016390234,0.025090038835703,0.1428571428571428,0.048444341505069,0.0385527769961708,0.1428571428571428,False,False
cutout_15.hdf5,390,171.6727129378078,-100.40962325762968,29.173499860945043,0.5714285714285714,0.0062077414333167,0.0109369055856749,0.9047619047619048,0.0181847665635978,0.0293609756435725,0.8095238095238095,0.0181847665635978,0.0346338675898579,0.9523809523809524,False,False
cutout_15.hdf5,391,118.19739013912606,-102.40042551119602,5.504738080890236,0.4761904761904761,0.0274253341068439,0.0334730423261651,0.7142857142857143,0.0504457220771162,0.0527184022459545,0.5714285714285714,0.0931816833798055,0.0978671845273056,0.4285714285714285,False,False
cutout_15.hdf5,392,-24.470149398589587,-60.33499603014909,47.147504954628744,0.1428571428571428,0.0127291898006784,0.0257963514561485,0.8095238095238095,0.0401899169412897,0.0607966061479361,0.6666666666666666,0.0401899169412897,0.0607966061479361,0.6666666666666666,False,False
cutout_15.hdf5,393,-174.72785959277826,18.65099231950344,0.9464313789767826,0.9047619047619048,0.1195788613210214,0.1258229698202583,0.7619047619047619,0.1941380452078259,0.1934338739813829,0.4761904761904761,0.2067135124869331,0.2185347749801703,0.3809523809523809,False,False
cutout_15.hdf5,394,-64.0301503885363,63.59700501138515,1.167487123888023,0.9523809523809524,0.0239966697938723,0.0250875855728416,0.5714285714285714,0.0786727265089842,0.0732711812702936,0.2857142857142857,0.0786727265089842,0.0775383208565847,0.5714285714285714,False,False
cutout_15.hdf5,395,123.70697595901451,-87.58423716156967,11.958350908003828,0.5238095238095238,0.0316731760755349,0.0339934834319616,0.6666666666666666,0.0601159855173956,0.0636804729207515,0.5714285714285714,0.1229329928882261,0.102065356484926,0.1904761904761904,False,False
cutout_15.hdf5,396,39.20981098650155,-160.07947785549965,21.282088821691257,0.238095238095238,0.0193128901382807,0.0290948498379864,0.9523809523809524,0.0291936424063333,0.0546195319659103,0.9523809523809524,0.0306609664131193,0.0546195319659103,0.9523809523809524,False,False
